categoryName,city,reviewsCount,stars,state,text,title,url
Compañía de seguros,Aranda de Duero,6,1.0,Burgos,"No contestan ni abren a ningún horario de atención, no es normal que una mutua un viernes por la mañana esté cerrado y que sus horarios sean únicamente del jueves. No duden en cambiar de mutua si se da el caso.",FREMAP Aranda de Duero,https://www.google.com/maps/search/?api=1&query=FREMAP%20Aranda%20de%20Duero&query_place_id=ChIJQXXOBegnRA0RFLNiTAudbow
Tienda de alimentación,Aranda de Duero,0,,Burgos,,Mercado Directo,https://www.google.com/maps/search/?api=1&query=Mercado%20Directo&query_place_id=ChIJOYsGPPgmRA0RB2yn572fw90
Zona de senderismo,Villalta,0,,Burgos,,Cabaña pastor,https://www.google.com/maps/search/?api=1&query=Caba%C3%B1a%20pastor&query_place_id=ChIJBQBcCXRPTw0Ry7X3Jed6kcU
Taller de reparaciones eléctricas,Aranda de Duero,6,5.0,Burgos,"Llevamos muchos años llevando todo tipo de aparatos eléctricos a Gamazo y siempre nos ha atendido estupendamente con una profesionalidad que ya no se ve y siendo de los pocos lugares que reparan en vez de recomendar que tires el aparato.
Ah, y las tarifas que aplica son muy razonables
En definitiva le estamos muy agradecidos por su servicio y deseamos que no se desanime con los comentarios injustos y desagradables",REPARACIONES ELECTRICAS GAMAZO,https://www.google.com/maps/search/?api=1&query=REPARACIONES%20ELECTRICAS%20GAMAZO&query_place_id=ChIJJ6Dw02cnRA0RQLLY5OmkBp8
Fábrica,Pradoluengo,1,5.0,Burgos,,AROCA,https://www.google.com/maps/search/?api=1&query=AROCA&query_place_id=ChIJq6pe8hObRQ0R-qUKlvcSpAk
Tienda de artículos de fontanería,Aranda de Duero,19,1.0,Burgos,"He llamado por teléfono y un señor me ha atendido muy poco amable si son instaladores de gas y llamas para informarte de algo te podrían informar
No pasa nada otro instalador de gas habrá pero me ha parecido desagradable
Pues si no pueden hacer una cosa del gas o me tengo que informar la educación es lo primero usted no me dijo que no podía hacerlo me dijo de ir a verlo y luego me dijo que lo dejáramos sin explicación alguna pero bueno que  no pasa nada tranquila que ya tengo otra empresa de Burgos que es instaladora que lo puede hacer",Gas Aranda,https://www.google.com/maps/search/?api=1&query=Gas%20Aranda&query_place_id=ChIJvSmwObonRA0R2eLngtteDDs
Empresa de aislamientos,izc,0,,Burgos,,PLADUR DUERO ARYCRISDAN.S.L,https://www.google.com/maps/search/?api=1&query=PLADUR%20DUERO%20ARYCRISDAN.S.L&query_place_id=ChIJ8_n50WonRA0REOIfoRY7GPs
Albergue,Sargentes de la Lora,14,5.0,Burgos,,Albergue Sargentes de la Lora,https://www.google.com/maps/search/?api=1&query=Albergue%20Sargentes%20de%20la%20Lora&query_place_id=ChIJ9SKI51K3SA0Rv7fw4aGXCJw
Lugar de interés histórico,,3,5.0,Burgos,"Una ruta muy asequible para cualquier persona.
Una pena que todo el mundo se centre en la cascada y la cueva del pueblo.
Se pierden las increíbles vistas desde el mirador, donde se aprecia el cañón donde está Orbaneja.
Una cosa, recomiendo empezar la ruta por el camino de la derecha. Así, la zona con la subida, la dejas para el final y es bajada.",Chozos de orbaneja del castillo,https://www.google.com/maps/search/?api=1&query=Chozos%20de%20orbaneja%20del%20castillo&query_place_id=ChIJu7BtQOrLSA0R9-e3G-FEua8
Comercio,Aranda de Duero,0,,Burgos,,Trufbox,https://www.google.com/maps/search/?api=1&query=Trufbox&query_place_id=ChIJS81_T2gnRA0Rj8TC02hOr70
Zona de senderismo,,2,5.0,Burgos,Buen pueblo,orbaneja,https://www.google.com/maps/search/?api=1&query=orbaneja&query_place_id=ChIJBcEhYwDLSA0Rzoz6IbMvqo0
Tienda de cosméticos,Aranda de Duero,1,4.0,Burgos,,Cosmética Ana Prada,https://www.google.com/maps/search/?api=1&query=Cosm%C3%A9tica%20Ana%20Prada&query_place_id=ChIJMSaiOfgmRA0ReiOveaXsK7g
Bar,Aranda de Duero,196,5.0,Burgos,Bar de barrio con almuerzos clásicos pero muy ricos y raciones abundantes.,Bar Penalty,https://www.google.com/maps/search/?api=1&query=Bar%20Penalty&query_place_id=ChIJtRJs6PYmRA0RsoqXvakKsDs
Servicio postal,Aranda de Duero,2,5.0,Burgos,,Buzón de correos,https://www.google.com/maps/search/?api=1&query=Buz%C3%B3n%20de%20correos&query_place_id=ChIJAf487x8nRA0RApKWhtLxbAU
Peluquero de mascotas,Aranda de Duero,149,5.0,Burgos,"Gran profesional, muy amable y un resultado extraordinario. Tuvo la gentileza de darme cita en unas fechas muy complicadas y le dedicó mucho tiempo a mi perro para dejarlo impecable. Sin duda repetiré.",La Mascoteca Peluquería canina,https://www.google.com/maps/search/?api=1&query=La%20Mascoteca%20Peluquer%C3%ADa%20canina&query_place_id=ChIJdwdDCycnRA0RWVP12K3PFg0
Fotógrafo,Aranda de Duero,19,1.0,Burgos,Buenas llevamos  1 mes y 12 días esperando las fotos de una comunión y después de cobrarnos por adelantado todavía no las tenemos. Tarde y mal.,RICARDO CARBAJAL Fotografía Artística,https://www.google.com/maps/search/?api=1&query=RICARDO%20CARBAJAL%20Fotograf%C3%ADa%20Art%C3%ADstica&query_place_id=ChIJA_GKFfgmRA0R7SgJ1tlWCdw
Bar,Aranda de Duero,0,,Burgos,,Bar El Rincón De Emma,https://www.google.com/maps/search/?api=1&query=Bar%20El%20Rinc%C3%B3n%20De%20Emma&query_place_id=ChIJ7ejpK_YmRA0RI-pcmgNUrVU
Constructor,Aranda de Duero,1,3.0,Burgos,Muy amables,Manuel Muñoz,https://www.google.com/maps/search/?api=1&query=Manuel%20Mu%C3%B1oz&query_place_id=ChIJpwAmM_EmRA0RYAWOJo1VqAo
Carnicería,Aranda de Duero,3,5.0,Burgos,,Carnicería Valverde,https://www.google.com/maps/search/?api=1&query=Carnicer%C3%ADa%20Valverde&query_place_id=ChIJcxkwD2gnRA0RJyG-TmGsD9o
Taller mecánico,Villagonzalo Pedernales,11,5.0,Burgos,Servicio rápido y eficaz.,Taller mecánico EXPEJAVI,https://www.google.com/maps/search/?api=1&query=Taller%20mec%C3%A1nico%20EXPEJAVI&query_place_id=ChIJjZEBnRsJRg0RKs5UXVT5g5Y
Restaurante,Aranda de Duero,11,1.0,Burgos,Muy mala experiencia....comida fría ración cara servicio lento...,Restaurante Chef Fermin,https://www.google.com/maps/search/?api=1&query=Restaurante%20Chef%20Fermin&query_place_id=ChIJPTgTiD8nRA0RLYuD0xZ2bHE
Casa rural,Sargentes de la Lora,22,5.0,Burgos,"Estuvimos 6 amigos y la experiencia fue muy buena. La casa está genial, muy bien decorada, con todos las comodidades y servicios, y el trato por parte del dueño excelente. Además recomiendo la zona, tiene muchos lugares muy interesantes.",Casa Rural La Medica,https://www.google.com/maps/search/?api=1&query=Casa%20Rural%20La%20Medica&query_place_id=ChIJu_6Iqii3SA0RXuGjW1zI4Os
Gimnasio,Aranda de Duero,10,5.0,Burgos,,improve gym,https://www.google.com/maps/search/?api=1&query=improve%20gym&query_place_id=ChIJBe9AILcnRA0RU9nqWy6hJFI
Bar,Aranda de Duero,25,5.0,Burgos,"El mejor sitio en Aranda para ver la eurocopa y para muchos más,varios vinos,churros riquísimos,pinchos buenísimos,buena música y sin duda lo mejor de lo mejor el dueño Javi.Arriba Atlétic!",Bar Pedrosa,https://www.google.com/maps/search/?api=1&query=Bar%20Pedrosa&query_place_id=ChIJB7-oxPcmRA0RU7pfBxKDXOM
Salón de manicura y pedicura,Aranda de Duero,10,5.0,Burgos,Vasi es muy buena profesional. Cada vez que voy a hacerme la manicura salgo súper contenta.,Vasi Aranda Nails,https://www.google.com/maps/search/?api=1&query=Vasi%20Aranda%20Nails&query_place_id=ChIJsSIKACInRA0RT_82327wlKU
Salón de manicura y pedicura,Aranda de Duero,2,1.0,Burgos,Fuímos a esta peluquería mi pareja y yo y salío muy descontenta porque le cortaron mal el pelo y demasiado caro.,Peluquería y salón de uñas Jennifer,https://www.google.com/maps/search/?api=1&query=Peluquer%C3%ADa%20y%20sal%C3%B3n%20de%20u%C3%B1as%20Jennifer&query_place_id=ChIJnRpSx1QnRA0Ry98WtkJW99U
Perfumería,Aranda de Duero,11,4.0,Burgos,Buen sitio para encontrar ese perfume que te gusta,Perfumerías Avenida,https://www.google.com/maps/search/?api=1&query=Perfumer%C3%ADas%20Avenida&query_place_id=ChIJRa5ykE8nRA0REVNqQYUmuK0
Contratista,Aranda de Duero,4,5.0,Burgos,Gran profesional!!! Seriedad y confianza.100% recomendable!!!,Construcciones José de Blas S.L.,https://www.google.com/maps/search/?api=1&query=Construcciones%20Jos%C3%A9%20de%20Blas%20S.L.&query_place_id=ChIJvfPVbEQmRA0R7Ez7Eoj2xLo
Asociación u organización,Aranda de Duero,2,5.0,Burgos,,Unión de Campesinos Aranda de Duero,https://www.google.com/maps/search/?api=1&query=Uni%C3%B3n%20de%20Campesinos%20Aranda%20de%20Duero&query_place_id=ChIJecgK9QQnRA0R_-pgN0DMGpw
Centro comunitario,Aranda de Duero,0,,Burgos,,Asociación Vecinos Polígono Residencial,https://www.google.com/maps/search/?api=1&query=Asociaci%C3%B3n%20Vecinos%20Pol%C3%ADgono%20Residencial&query_place_id=ChIJs4a1RAAnRA0R0CCHDCfCD58
Librería,Aranda de Duero,65,1.0,Burgos,Las 10:35 de la mañana cuando abre y porque te llaman por teléfono en pleno comienzo de curso?? Luego nos quejamos de que cada vez se compra más por Internet.,Librería Castilla,https://www.google.com/maps/search/?api=1&query=Librer%C3%ADa%20Castilla&query_place_id=ChIJOYsGPPgmRA0R8EGyC779nL8
Servicio de transporte de mercancías,Aranda de Duero,3,5.0,Burgos,,Cuenta con nosotros,https://www.google.com/maps/search/?api=1&query=Cuenta%20con%20nosotros&query_place_id=ChIJ01ynvwcnRA0RnB0B5DR0wvU
Escuela de música,Aranda de Duero,5,5.0,Burgos,,ECOS Musicales,https://www.google.com/maps/search/?api=1&query=ECOS%20Musicales&query_place_id=ChIJtbAe-PcmRA0Rzj9VBqDWewc
,Aranda de Duero,0,,Burgos,,Autobuses Guijarro,https://www.google.com/maps/search/?api=1&query=Autobuses%20Guijarro&query_place_id=ChIJ2XEu9vcmRA0RdeBrH7zVgu4
Tienda de muebles de cocina,Aranda de Duero,18,5.0,Burgos,,"Lagunas Carretero, S.L.",https://www.google.com/maps/search/?api=1&query=Lagunas%20Carretero%2C%20S.L.&query_place_id=ChIJawer4lsmRA0RMu3J7YsVKS0
Constructor,Villariezo,1,4.0,Burgos,,DIEZPLADUR,https://www.google.com/maps/search/?api=1&query=DIEZPLADUR&query_place_id=ChIJj8OU8BfjRQ0RGQnQjudp13Y
Mirador,Aranda de Duero,0,,Burgos,,La fuente sin agua,https://www.google.com/maps/search/?api=1&query=La%20fuente%20sin%20agua&query_place_id=ChIJhc2tKwAnRA0R-qoArgvR9VM
Aparcamiento,Aranda de Duero,0,,Burgos,,Aparcamiento de movilidad reducida,https://www.google.com/maps/search/?api=1&query=Aparcamiento%20de%20movilidad%20reducida&query_place_id=ChIJyeG4ZgAnRA0Rp8PAHSPwRXQ
Salón de manicura y pedicura,Aranda de Duero,2,5.0,Burgos,Muy buena profesional y buenos productos,Maryna Lapteanu (centro de estética decorativa),https://www.google.com/maps/search/?api=1&query=Maryna%20Lapteanu%20(centro%20de%20est%C3%A9tica%20decorativa)&query_place_id=ChIJq683wQAnRA0Rwjui9mLjJuI
Organización sin ánimo de lucro,Aranda de Duero,10,3.0,Burgos,Ayudan a mucha gente y no piden nada a cambio .,Cáritas Diocesana de Burgos,https://www.google.com/maps/search/?api=1&query=C%C3%A1ritas%20Diocesana%20de%20Burgos&query_place_id=ChIJuVGE2_YmRA0RoBYXOU2T71w
"Tienda de comestibles, periódicos y medicamentos",Aranda de Duero,1,5.0,Burgos,Excellent! Highly recommended!,Droguería Carma,https://www.google.com/maps/search/?api=1&query=Droguer%C3%ADa%20Carma&query_place_id=ChIJh0YwF_gmRA0R9Y91ggEV3N0
,Aranda de Duero,0,,Burgos,,ENHEL Reflexología,https://www.google.com/maps/search/?api=1&query=ENHEL%20Reflexolog%C3%ADa&query_place_id=ChIJb4M5y14mRA0RTkSQrdljgrU
Empresa de alojamiento web,Orbaneja del Castillo,89,5.0,Burgos,"Hemos pasado el fin de semana en familia en La Milana y es totalmente recomendable al 100%, a la casa no le falta un detalle, acogedora, calentita y muy bien situada.
Tania la dueña es súper maja da muchas facilidades y el Pueblo es precioso.","La Milana, Orbaneja del Castillo",https://www.google.com/maps/search/?api=1&query=La%20Milana%2C%20Orbaneja%20del%20Castillo&query_place_id=ChIJv-1nEXbLSA0RXaCW9prv2Yo
Zona de senderismo,Quintanilla de Sotoscueva,0,,Burgos,,Vista al mar,https://www.google.com/maps/search/?api=1&query=Vista%20al%20mar&query_place_id=ChIJ1Q_uXTgrTw0RRSmWNp69Bio
Carnicería,Aranda de Duero,34,5.0,Burgos,"Excelente, el mejor",Corderos Lechales Galindo SL,https://www.google.com/maps/search/?api=1&query=Corderos%20Lechales%20Galindo%20SL&query_place_id=ChIJ1Wb1efcmRA0RNxlWMTXJzzo
Centro de formación,Aranda de Duero,4,4.0,Burgos,"Dotado de medios adecuados para jornadas,formación, emprendimiento, reuniones. Perfecto para estacionar. Tiene vending. Moderno.",Centro Tomás Pascual Sanz,https://www.google.com/maps/search/?api=1&query=Centro%20Tom%C3%A1s%20Pascual%20Sanz&query_place_id=ChIJka5CdQ0nRA0R5G099KcmZbY
Oficinas de empresa,,0,,Burgos,,Edificio,https://www.google.com/maps/search/?api=1&query=Edificio&query_place_id=ChIJC-ZSu1cmRA0RV04b-SSdEZs
Consultora medioambiental,Aranda de Duero,34,5.0,Burgos,,GM CONSULTING - Medio Ambiente y Protección de Datos,https://www.google.com/maps/search/?api=1&query=GM%20CONSULTING%20-%20Medio%20Ambiente%20y%20Protecci%C3%B3n%20de%20Datos&query_place_id=ChIJ44A7JccnRA0RwbTIqcCp43I
Constructor de casas personalizadas,Aranda de Duero,0,,Burgos,,ARYCRSDAN,https://www.google.com/maps/search/?api=1&query=ARYCRSDAN&query_place_id=ChIJjdSn8bonRA0RLsT69jof_7I
Fuente de agua potable,,0,,Burgos,,Fuente de agua potable,https://www.google.com/maps/search/?api=1&query=Fuente%20de%20agua%20potable&query_place_id=ChIJmfuXewAnRA0RaXzMWQp_PlE
Skate park,,73,4.0,Burgos,,SKATEPARK Aranda de Duero,https://www.google.com/maps/search/?api=1&query=SKATEPARK%20Aranda%20de%20Duero&query_place_id=ChIJu_EM9lYmRA0RJXUoQDldUdA
Panadería,Aranda de Duero,3,5.0,Burgos,,Tienda Yo-Yo,https://www.google.com/maps/search/?api=1&query=Tienda%20Yo-Yo&query_place_id=ChIJfa-jAvonRA0Rdi4NHo9KblE
Bar,Sargentes de la Lora,272,5.0,Burgos,"Aunque tenían el comedor lleno, nos pusieron en una mesa en el bar. Fueron todos amabilidad. Tomamos el menú de fin de semana: cocido loriego. Espectacular. Garbanzos, con su berza, relleno y carnes. Todo buenísimo. Y con postre incluido. Un vermú antes, el menú y un café por 25€ por persona. Totalmente recomendable.",Oro Negro,https://www.google.com/maps/search/?api=1&query=Oro%20Negro&query_place_id=ChIJA-5O8a23SA0RO5Ir-_-Bqk8
Servicio de chapa y pintura,Belorado,45,5.0,Burgos,,Francar carrocerías,https://www.google.com/maps/search/?api=1&query=Francar%20carrocer%C3%ADas&query_place_id=ChIJqfzMIzOERQ0Rsbhk6TIPqVs
Tienda de ropa,Pradoluengo,0,,Burgos,,Burmode,https://www.google.com/maps/search/?api=1&query=Burmode&query_place_id=ChIJZaE3-GybRQ0RjlS2H8WdcC0
,Pradoluengo,0,,Burgos,,Artelan,https://www.google.com/maps/search/?api=1&query=Artelan&query_place_id=ChIJ9wq95mybRQ0RFaA_t_sLRn8
Urbanización,Aranda de Duero,3,5.0,Burgos,,Aranda de duero,https://www.google.com/maps/search/?api=1&query=Aranda%20de%20duero&query_place_id=ChIJSzJnUZsnRA0RmbvMwbUL28w
,Pradoluengo,0,,Burgos,,Curcubeo,https://www.google.com/maps/search/?api=1&query=Curcubeo&query_place_id=ChIJVVVBvm2bRQ0RuH-eMPM25KE
Taller mecánico,Belorado,8,5.0,Burgos,,Talleres Hnos Vitores Sierra,https://www.google.com/maps/search/?api=1&query=Talleres%20Hnos%20Vitores%20Sierra&query_place_id=ChIJtzPHPDaERQ0R4pcaHnixduM
Tienda de ropa,Pradoluengo,12,5.0,Burgos,,Arusa Calceteria S.L.,https://www.google.com/maps/search/?api=1&query=Arusa%20Calceteria%20S.L.&query_place_id=ChIJtwpjlW2bRQ0REkoUKtPEQR4
Panadería,Pradoluengo,6,5.0,Burgos,Nice local bakery. The bread was great.,Hermanos Bustamante Sc,https://www.google.com/maps/search/?api=1&query=Hermanos%20Bustamante%20Sc&query_place_id=ChIJeUD7yGybRQ0Rb8CPZuZMi7I
Lugar de culto,La Puebla de Arganzón,0,,Burgos,,Tumbas Y Enterramientos,https://www.google.com/maps/search/?api=1&query=Tumbas%20Y%20Enterramientos&query_place_id=ChIJffH_9Z2VTw0R6nMazKW51a4
Floristería,Aranda de Duero,28,5.0,Burgos,,Nenúfar,https://www.google.com/maps/search/?api=1&query=Nen%C3%BAfar&query_place_id=ChIJN8_MevcmRA0RwiOpN1cYY0Q
Mayorista,Aranda de Duero,0,,Burgos,,AGROPRO,https://www.google.com/maps/search/?api=1&query=AGROPRO&query_place_id=ChIJydvcKl8mRA0RY0YIZVuJ2uM
Bodega,Valdeande,3,5.0,Burgos,,Lagares Tradicioneles,https://www.google.com/maps/search/?api=1&query=Lagares%20Tradicioneles&query_place_id=ChIJz7Miv_ozRA0R-ptufFNZUJo
Restaurante peruano,Aranda de Duero,11,5.0,Burgos,"Servicio impecable, la comida excelente y abundante y buena relación calidad-precio.
Muy recomendable.",pollo al carbón,https://www.google.com/maps/search/?api=1&query=pollo%20al%20carb%C3%B3n&query_place_id=ChIJkYtol8cnRA0RW5O1V2jBgZM
Cementerio,La Puebla de Arganzón,0,,Burgos,,Cementerio,https://www.google.com/maps/search/?api=1&query=Cementerio&query_place_id=ChIJAQCchW6UTw0RfNkf3u8wbGY
Parque infantil,Burgos,1,3.0,Burgos,Cuando abre?,magic jump park,https://www.google.com/maps/search/?api=1&query=magic%20jump%20park&query_place_id=ChIJAdMFU9n7RQ0RKMwYsG2Ls4s
Servicio de limpieza,Burgos,7,1.0,Burgos,,Samsic Iberia,https://www.google.com/maps/search/?api=1&query=Samsic%20Iberia&query_place_id=ChIJ1R7pXUL7RQ0Roplw93ymCfQ
Fábrica,Burgos,1,5.0,Burgos,Precisión en la madera a nivel de relojero suizo...,"Revilla Marcos, SL",https://www.google.com/maps/search/?api=1&query=Revilla%20Marcos%2C%20SL&query_place_id=ChIJm8kgLWX7RQ0R8eWOYSj9-Nw
Taller mecánico,Burgos,1,2.0,Burgos,,Refrigeración Industrial Caballero,https://www.google.com/maps/search/?api=1&query=Refrigeraci%C3%B3n%20Industrial%20Caballero&query_place_id=ChIJ_5q2JqD8RQ0Rox6mmYG83L8
Asociación u organización,Burgos,8,5.0,Burgos,Un placer,ASAPIBUR - Asociación Provincial de Apicultores Burgaleses,https://www.google.com/maps/search/?api=1&query=ASAPIBUR%20-%20Asociaci%C3%B3n%20Provincial%20de%20Apicultores%20Burgaleses&query_place_id=ChIJxXFWzi_9RQ0Rvs4_CYtu6Rg
Carnicería,Burgos,0,,Burgos,,Beef on Food,https://www.google.com/maps/search/?api=1&query=Beef%20on%20Food&query_place_id=ChIJ5yj1KWj7RQ0RyvduPDHT-S4
Librería,Aranda de Duero,17,1.0,Burgos,Señora antipática haver si te jubilas ya!!!!que eres muy antipática y desagradable ya debes descansar señora,Librería Duero,https://www.google.com/maps/search/?api=1&query=Librer%C3%ADa%20Duero&query_place_id=ChIJd4vVLfgmRA0Rr2SZ2HQgQGA
Bar,Aranda de Duero,92,5.0,Burgos,"Muy bueno todo comida, la atención, estupendo, gracias",ReComiendo,https://www.google.com/maps/search/?api=1&query=ReComiendo&query_place_id=ChIJof1UgyMnRA0R18IdPvCTYe0
Ingeniero,Burgos,0,,Burgos,,Montajes y Reparaciones Electromecánicas - MERE,https://www.google.com/maps/search/?api=1&query=Montajes%20y%20Reparaciones%20Electromec%C3%A1nicas%20-%20MERE&query_place_id=ChIJ97RaBmr7RQ0RU76XLU4pAeQ
Proveedor de equipos agrícolas,,0,,Burgos,,Vitores Maquinaria Agrícola,https://www.google.com/maps/search/?api=1&query=Vitores%20Maquinaria%20Agr%C3%ADcola&query_place_id=ChIJJ0qpMjOERQ0RRBLuPYVduWs
Parque,Aranda de Duero,1,3.0,Burgos,,Parque de las Señales/Albufera,https://www.google.com/maps/search/?api=1&query=Parque%20de%20las%20Se%C3%B1ales%2FAlbufera&query_place_id=ChIJte49sNgnRA0RdAO0u6RGDxk
,Burgos,23,1.0,Burgos,"Bueno,no sé ni que contar de esta empresa,por qué son tantas cosas mal hechas...en buena hora fuimos a hacer ciertas reparaciones,reparaciones que jamás se realizaron pero se cobraron(la mitad me la pidieron por adelantado) ! Aparte que estuvieron con el vehículo algo que iba a ser cuestión de un mes ...casi 4 meses.
Estuvieron desaparecidos sin dar señales casi un mes .... Han desajustado cosas que NO tenían que haber tocado.... Y cuando se le pide explicaciones...nisiquiera dan la cara,en fin que esto ha acabado en los juzgados .Ya que se les dio la oportunidad de devolver el dinero y han devuelto lo que les ha dado la gana,NO habiendo hecho absolutamente nada de lo presupuestado.
Denunciar todo el mundo,así se les quitará las ganas de reírse de la gente! ESTAFADORES!!!",Hidráulica Gómez García,https://www.google.com/maps/search/?api=1&query=Hidr%C3%A1ulica%20G%C3%B3mez%20Garc%C3%ADa&query_place_id=ChIJGzqv0JcJRg0Rdjb60SUzE88
Bar,Castrojeriz,2,1.0,Burgos,"Lugar fresquito, solo te calientas cuando te cobran, precios de pub, no de chiringuito, prescindible, mejor sentarse a la sombra y tomar algo comprado",El Chiringuito,https://www.google.com/maps/search/?api=1&query=El%20Chiringuito&query_place_id=ChIJ9aRoVAA9Rg0RzmkfROj418Y
Organización de voluntariado,Castrojeriz,0,,Burgos,,Bomberos voluntarios de Castrojeriz. (Burgos),https://www.google.com/maps/search/?api=1&query=Bomberos%20voluntarios%20de%20Castrojeriz.%20(Burgos)&query_place_id=ChIJVVa7eI88Rg0RONDm5bVj7vo
Cooperativa de ahorro y crédito,Castrojeriz,1,4.0,Burgos,"Kleine Bank, wo man als Volksbank-Kunde relativ günstig Bargeld aus dem Automaten ziehen kann. Gegenüber eine Einkaufsmöglichkeit und eine Möglichkeit, sich kurz auszuruhen, bevor es weiter durch die Meseta geht.

Achtung: hinter Castrojeriz geht es steil bergauf über den Bergrücken, unbedingt ausreichend Getränke und Obst / Banane mitnehmen.

Man kann den Bergrücken auch umlaufen, dauert aber ca. 1,5 Stunden länger.",Cajaviva Caja Rural,https://www.google.com/maps/search/?api=1&query=Cajaviva%20Caja%20Rural&query_place_id=ChIJq6qqqno8Rg0RhHmvnaGxCOU
Servicio de transporte,Castrojeriz,5,4.0,Burgos,,Parada Autobus,https://www.google.com/maps/search/?api=1&query=Parada%20Autobus&query_place_id=ChIJIVz4pcE9Rg0RgSi39TnqIYo
Centro de estética,Aranda de Duero,45,5.0,Burgos,"Son super majas las dos, y la verdad que las uñas siempre perfectas, una pasada.",Velastetic,https://www.google.com/maps/search/?api=1&query=Velastetic&query_place_id=ChIJiQKiPzonRA0RND0S6GKwfLo
Guardia Civil,Castrojeriz,1,5.0,Burgos,,Guardia Civil de Castrojeriz,https://www.google.com/maps/search/?api=1&query=Guardia%20Civil%20de%20Castrojeriz&query_place_id=ChIJXbBWh488Rg0RKFwxXKPn8jA
Carnicería,Aranda de Duero,7,5.0,Burgos,Buenos productos,Luis María Rodríguez González,https://www.google.com/maps/search/?api=1&query=Luis%20Mar%C3%ADa%20Rodr%C3%ADguez%20Gonz%C3%A1lez&query_place_id=ChIJ_zXwIfcmRA0R9w4K9e0YFPc
Tienda de alimentación,Aranda de Duero,1,5.0,Burgos,Súper,Frutería Blanco,https://www.google.com/maps/search/?api=1&query=Fruter%C3%ADa%20Blanco&query_place_id=ChIJw1VLFPgmRA0R6V81KKc8KiE
Servicio de envíos,Castrojeriz,0,,Burgos,,SEUR Pickup parcelshop,https://www.google.com/maps/search/?api=1&query=SEUR%20Pickup%20parcelshop&query_place_id=ChIJy9j3wIc9Rg0RBYNMcaMoc3E
Farmacia,Castrojeriz,0,,Burgos,,Farmacia Castrojeriz,https://www.google.com/maps/search/?api=1&query=Farmacia%20Castrojeriz&query_place_id=ChIJF7k0bVA9Rg0RwtGk4NOF8F4
Parque,Pradoluengo,26,5.0,Burgos,,Parque De Los Patos,https://www.google.com/maps/search/?api=1&query=Parque%20De%20Los%20Patos&query_place_id=ChIJSzTp522bRQ0R1kwDQT97J24
Farmacia,Castrojeriz,3,4.0,Burgos,,Farmacia Corbalán Tutau,https://www.google.com/maps/search/?api=1&query=Farmacia%20Corbal%C3%A1n%20Tutau&query_place_id=ChIJiRp-IHE9Rg0Rd35U_prldw0
Teatro,Pradoluengo,79,4.0,Burgos,,"Teatro ""Cinema Glorieta""",https://www.google.com/maps/search/?api=1&query=Teatro%20%22Cinema%20Glorieta%22&query_place_id=ChIJTWZKNxObRQ0Rh8n7Pduo8gY
Casa rural,Castrojeriz,41,5.0,Burgos,"Fantástica casa, super bien equipada para cualquier plan y plagada de comodidad y atención al detalle. La dueña atenta y pendiente en todo momento. Amenazamos con volver.",Casa Rural El Sillero,https://www.google.com/maps/search/?api=1&query=Casa%20Rural%20El%20Sillero&query_place_id=ChIJbzGrmFM9Rg0RUtPB4qEtBys
Restaurante,Castrojeriz,399,5.0,Burgos,"An unexpected nice surprise in the middle of “El Camilo hasta Compostela”

Delicious and very generous meals with an outstanding service provided by Sophia and Ana!!!

Great atmosphere, nice outdoor area, pet friendly, etc etc - everything that you looking for in El Camino

Thanks for your hospitality!!!",Hostal Restaurante Iacobus,https://www.google.com/maps/search/?api=1&query=Hostal%20Restaurante%20Iacobus&query_place_id=ChIJU-wLg488Rg0RB_RsZSY2GTM
Zona de senderismo,Pradoluengo,92,5.0,Burgos,,Senda de Los Batanes,https://www.google.com/maps/search/?api=1&query=Senda%20de%20Los%20Batanes&query_place_id=ChIJiXra_H6bRQ0R9c451vrccR8
,Aranda de Duero,0,,Burgos,,Mape Aranda S. A. L.,https://www.google.com/maps/search/?api=1&query=Mape%20Aranda%20S.%20A.%20L.&query_place_id=ChIJl72dzF4mRA0RCsIbbnGJK3w
Taller de automóviles,Santa María del Campo,56,5.0,Burgos,"Nueva visita, como siempre, muy amables, da gusto visitar el taller, limpio y ordenado. Grandes profesionales. Un placer.",Taller DAYCEL,https://www.google.com/maps/search/?api=1&query=Taller%20DAYCEL&query_place_id=ChIJe4FvTYZsRg0RnIMahbiBzYs
Supermercado,Castrojeriz,224,5.0,Burgos,"Jó kis bolt, van benne kis kávézó sarok is",Proxim Castrojeriz,https://www.google.com/maps/search/?api=1&query=Proxim%20Castrojeriz&query_place_id=ChIJ0WO_5EU9Rg0Rime9_yDjY10
Funeraria,Roa,1,5.0,Burgos,Buena gente para malos momentos,Tanatorio de Roa,https://www.google.com/maps/search/?api=1&query=Tanatorio%20de%20Roa&query_place_id=ChIJ3W2nvCeQRg0Rxl4flTiWQFU
Cafetería,La Puebla de Arganzón,306,5.0,Burgos,,"Cafetería ""La Flor del Trigo""",https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20%22La%20Flor%20del%20Trigo%22&query_place_id=ChIJO91RrW6UTw0RnEK86GWjOvU
