Place ID,Latitude,Longitude
ChIJu2g6Ayr9RQ0RGLOE5hYWhMg,42.3394163,-3.703297
ChIJhfViwin9RQ0R5_mLXENtydc,42.3394163,-3.703297
ChIJe92UhG79RQ0RvyQi8IILwqM,42.3394163,-3.703297
ChIJQ-DvACr9RQ0RouaK8VIrGm0,42.3394163,-3.703297
ChIJ6zY6f3D9RQ0RNN1EtbKwMBY,42.3394163,-3.703297
ChIJr8kO7yn9RQ0RupjBhQi-bAA,42.3394163,-3.703297
ChIJTf1q7in9RQ0RcFn2yNBhuZQ,42.3394163,-3.703297
ChIJmR0sfPr9RQ0RgV--HAKylj4,42.3355867,-3.691026
ChIJpRuUQGf9RQ0RQZ5FhrcnTIg,42.3394163,-3.703297
ChIJMcSPupD9RQ0RPDYV8RfWBVM,42.3355867,-3.691026
ChIJ-dEk-9X8RQ0RhTE4I7Qv1hE,42.3394163,-3.703297
ChIJk7qUPs38RQ0RIYhE98x8GFM,42.3355867,-3.691026
ChIJP_ZW89P8RQ0Rs5NJ95NDweo,42.3394163,-3.703297
ChIJbfYKHL39RQ0RoBbIgzN43so,42.3355867,-3.691026
ChIJF7YQ8in9RQ0RAwEsQIRxXEI,42.3394163,-3.703297
ChIJKYp4bc38RQ0RHtnHi8T2X70,42.3355867,-3.691026
ChIJ1-Hy5yv9RQ0RNNcZnRZVGHA,42.3394163,-3.703297
ChIJUbmPRM38RQ0RAH9wnOnPeKE,42.3355867,-3.691026
ChIJy5KE8Sn9RQ0RA2iF4L_Hv60,42.3394163,-3.703297
ChIJ015BwDr9RQ0R2Z0rKQIRyH0,42.3355867,-3.691026
ChIJHU2KRM38RQ0RSwESEtCl0M0,42.3355867,-3.691026
ChIJUwnEBADjRQ0RjeSKB3Es39E,42.3180676,-3.7040499
ChIJb-NUaN_iRQ0RmnVmNn-Qv1w,42.3192775,-3.7048664
ChIJl_wSPAD9RQ0RAs3aP-hvJtQ,42.3355867,-3.691026
ChIJC4AJZd_iRQ0R7014WcgciBc,42.3192444,-3.7051187
ChIJC656Md_iRQ0RxGoOdfyWuEs,42.3192775,-3.7048664
ChIJuTHdbCfjRQ0R_SlDwq0L7Ec,42.3180676,-3.7040499
ChIJNdj10tjiRQ0RsL7xNxG569M,42.3192444,-3.7051187
ChIJ0eheDc38RQ0R60fWjrHkG9c,42.3355867,-3.691026
ChIJWSmHNtD8RQ0RlR8o7Nh5WCg,42.3192775,-3.7048664
ChIJTaAgkEbjRQ0Rumo_6OQuP30,42.3180676,-3.7040499
ChIJT7xLmBD7RQ0RdFVVivL5ZaE,42.3193356,-3.702758
ChIJf6r0K5aaTw0RZ262Bpxr6p0,42.3199023,-3.7044725
ChIJK_Wf8QP9RQ0RQbpjpQoCWP4,42.3192444,-3.7051187
ChIJpZLE-IT9RQ0Rxm-ctRcm77Y,42.3355867,-3.691026
ChIJK_Wf8QP9RQ0RQbpjpQoCWP4,42.3192775,-3.7048664
ChIJgzp5xsj8RQ0R0MKlf6QBLRA,42.3180676,-3.7040499
ChIJYahmGADjRQ0RmLPvRj6JItI,42.3193356,-3.702758
ChIJxRerSwDjRQ0RmW5g0mbPq5w,42.3199023,-3.7044725
ChIJxRerSwDjRQ0RmW5g0mbPq5w,42.3192444,-3.7051187
ChIJ6e8n5Mz8RQ0R2tGTHmh4SA4,42.3355867,-3.691026
ChIJxRerSwDjRQ0RmW5g0mbPq5w,42.3192775,-3.7048664
ChIJSTalgmLjRQ0RhW3Isx5SCpo,42.3180676,-3.7040499
ChIJxZUmEADjRQ0RmsfK7ksb40w,42.3193356,-3.702758
ChIJCzUZZt_iRQ0Rl4AIdXOBpM4,42.3199023,-3.7044725
ChIJCzUZZt_iRQ0Rl4AIdXOBpM4,42.3192444,-3.7051187
ChIJ5SWmztv9RQ0R1Wu0MfCEkEA,42.3355867,-3.691026
ChIJCzUZZt_iRQ0Rl4AIdXOBpM4,42.3192775,-3.7048664
ChIJ1chJmKXjRQ0R4jOuMrSPUDk,42.3180676,-3.7040499
ChIJO-QmEuP6RQ0RXJeIpnDqsWI,42.3193356,-3.702758
ChIJO-QmEuP6RQ0RXJeIpnDqsWI,42.3199023,-3.7044725
ChIJO-QmEuP6RQ0RXJeIpnDqsWI,42.3192444,-3.7051187
ChIJVVXFV838RQ0RHR3t8GDf63A,42.3355867,-3.691026
ChIJS4DFanLjRQ0RyG_dkKTY-dY,42.3192775,-3.7048664
ChIJJZnDnSDjRQ0RAQvqbohJTBE,42.3180676,-3.7040499
ChIJS4DFanLjRQ0RyG_dkKTY-dY,42.3193356,-3.702758
ChIJS4DFanLjRQ0RyG_dkKTY-dY,42.3199023,-3.7044725
ChIJq6q6RN_iRQ0R9POU9RhIiW4,42.3180676,-3.7040499
ChIJ-b4VA9j9RQ0ReEy5eDtlhP0,42.3355867,-3.691026
ChIJq6q6RN_iRQ0R9POU9RhIiW4,42.3193356,-3.702758
ChIJS4DFanLjRQ0RyG_dkKTY-dY,42.3192444,-3.7051187
ChIJq6q6RN_iRQ0R9POU9RhIiW4,42.3192775,-3.7048664
ChIJq6q6RN_iRQ0R9POU9RhIiW4,42.3199023,-3.7044725
ChIJGTtPQ93jRQ0RqUPvlmOYJQw,42.3180676,-3.7040499
ChIJ_zvxRlj9RQ0R1muDROJt0s8,42.3355867,-3.691026
ChIJGTtPQ93jRQ0RqUPvlmOYJQw,42.3193356,-3.702758
ChIJGTtPQ93jRQ0RqUPvlmOYJQw,42.3192444,-3.7051187
ChIJGTtPQ93jRQ0RqUPvlmOYJQw,42.3192775,-3.7048664
ChIJGTtPQ93jRQ0RqUPvlmOYJQw,42.3199023,-3.7044725
ChIJq6q6RN_iRQ0RPwVjMvK63WU,42.3180676,-3.7040499
ChIJLzQVYqT9RQ0RjZQfwXURu2Q,42.3355867,-3.691026
ChIJq6q6RN_iRQ0RPwVjMvK63WU,42.3193356,-3.702758
ChIJq6q6RN_iRQ0RPwVjMvK63WU,42.3192444,-3.7051187
ChIJQbvil2vjRQ0R5do-mrWL0JA,42.3192775,-3.7048664
ChIJQbvil2vjRQ0R5do-mrWL0JA,42.3199023,-3.7044725
ChIJQbvil2vjRQ0R5do-mrWL0JA,42.3180676,-3.7040499
ChIJPeaVhcT8RQ0RkwmJyEKhO6g,42.3355867,-3.691026
ChIJQbvil2vjRQ0R5do-mrWL0JA,42.3193356,-3.702758
ChIJSReRKtniRQ0R6BER2SejYaI,42.3192444,-3.7051187
ChIJSReRKtniRQ0R6BER2SejYaI,42.3192775,-3.7048664
ChIJSReRKtniRQ0R6BER2SejYaI,42.3199023,-3.7044725
ChIJSReRKtniRQ0R6BER2SejYaI,42.3180676,-3.7040499
ChIJ17PpUM38RQ0R12ffhAvpMAI,42.3355867,-3.691026
ChIJx3iUoiDjRQ0RHOuaEJ-eOco,42.3193356,-3.702758
ChIJ3fv1D2vjRQ0RGUTQlEGtT38,42.3180676,-3.7040499
ChIJLeQHcM38RQ0R4Y6gLyW7N_o,42.3355867,-3.691026
ChIJESAJRCfjRQ0RwU6oPrCIjvY,42.3193356,-3.702758
ChIJtS4QcrRtTw0R5W7Gbk8Mlg4,42.7622901,-3.2951691
ChIJQ-gwE7RtTw0RRUGualsJI3Q,42.7622901,-3.2951691
ChIJsUXlErRtTw0RdjxJFk3OXO0,42.7622901,-3.2951691
ChIJqXMFE7RtTw0RhC3YICKuOXo,42.7622901,-3.2951691
ChIJn3VtErRtTw0REEIdzNl5v-k,42.7622901,-3.2951691
ChIJk9kTabRtTw0Riut_DH78pEw,42.7622901,-3.2951691
ChIJtznPe5RtTw0Reu6CdtsmPKM,42.7622901,-3.2951691
ChIJfxxlabRtTw0RjCITHf0xCNQ,42.7622901,-3.2951691
ChIJsUXlErRtTw0R5Popf2JPHgA,42.7622901,-3.2951691
ChIJMepCGCZtTw0R3sFlFXW_Xjg,42.7622901,-3.2951691
ChIJRUkkarRtTw0RnRQhBOtN1y4,42.7622901,-3.2951691
ChIJDxvOC7RtTw0RvkyWDkhutbg,42.7622901,-3.2951691
ChIJsUXlErRtTw0RP9n-UlG-9u4,42.7622901,-3.2951691
ChIJf0kNMABtTw0RuLT5Mm5llj0,42.7622901,-3.2951691
ChIJAQAAELRtTw0RUu4oIAHuCCc,42.7622901,-3.2951691
ChIJO83NiXltTw0Rb-5jWMz4JXo,42.7622901,-3.2951691
ChIJfbeq9bRtTw0RDPNU9CkI3TQ,42.7622901,-3.2951691
ChIJB0HHbLRtTw0REq8YB91vQTs,42.7622901,-3.2951691
ChIJbwbzUrdtTw0RGKw6SOhUCfE,42.7622901,-3.2951691
ChIJ9eS5LaFETw0Ry4uRVyp6fP8,42.6692044,-3.5034414
ChIJc92nflhDTw0RsT_NTwlj8tw,42.6692044,-3.5034414
ChIJC4S4MadETw0R5_-Ort_X0TU,42.6692044,-3.5034414
ChIJS5gctu1FTw0RiUySzKm7QPg,42.6692044,-3.5034414
ChIJe1wjILlFTw0R7pcMEgHA9kM,42.6692044,-3.5034414
ChIJOUHvI6dETw0RO0xpFzF1ZYw,42.6692044,-3.5034414
ChIJE13GQHFFTw0RkpCVW-cdNf8,42.6692044,-3.5034414
ChIJPdKg7Z9FTw0Rp6AOQgzKikc,42.6692044,-3.5034414
ChIJiX5PbadETw0R7gY9LdFMgds,42.6692044,-3.5034414
ChIJXwOt6DpFTw0RKHESun3u4-w,42.6692044,-3.5034414
ChIJaUbFWqZETw0Rw2Hxiw-EH9M,42.6692044,-3.5034414
ChIJzd8JiqRFTw0Rldf5Aqxr0I8,42.6692044,-3.5034414
ChIJG6NWdadETw0RhBtGhI6uxcU,42.6692044,-3.5034414
ChIJnW4qpMFFTw0R0fD0uadlXFg,42.6692044,-3.5034414
ChIJ_bvpkt1FTw0RurvWqCk0V1E,42.6692044,-3.5034414
ChIJGQ_gLwBFTw0R4Yt4K8ZfzaA,42.6692044,-3.5034414
ChIJZdPpUgBFTw0R2Juc2H5seC8,42.6692044,-3.5034414
ChIJg7jub3NFTw0RDF2qMaw3uBI,42.6692044,-3.5034414
ChIJyfHTj5XjRQ0R3WLjGupzEXE,42.3096355,-3.723278
ChIJK22TYkJtTw0R2qIk76HdcB8,42.7628596,-3.2925294
ChIJZ0KeUuviRQ0RRFgORgKXe-k,42.3096355,-3.723278
ChIJb2KzciZtTw0RJgJDRyVJGSQ,42.7628596,-3.2925294
ChIJh2XkUuviRQ0RgTxEPHKkz8g,42.3096355,-3.723278
ChIJwcrchkdtTw0RrHdeSKOwIW0,42.7628596,-3.2925294
ChIJ38pOK1XiRQ0RuevBbn0Futo,42.3096355,-3.723278
ChIJwzHRRI_jRQ0RAJkaadO4mlE,42.3096355,-3.723278
ChIJlSQcrJHiRQ0RV-n-FpVV-yc,42.3096355,-3.723278
ChIJ38pOK1XiRQ0Rpyn4o-NpT7s,42.3096355,-3.723278
ChIJyYFr-ZDiRQ0Re9fsWxP1n60,42.3096355,-3.723278
ChIJESrzmjfjRQ0RvA4Ann2McMg,42.3096355,-3.723278
ChIJq60uU5DiRQ0R7orbYBBxIaY,42.3096355,-3.723278
ChIJM1KDiXfjRQ0RQhk-LQfdOLk,42.3096355,-3.723278
ChIJFRU4WJDiRQ0RIISevOnWfcc,42.3096355,-3.723278
ChIJCY16kpDiRQ0RMwuKXZGyNOI,42.3096355,-3.723278
ChIJQ9s07qXjRQ0RFrFQr4pVJiY,42.3096355,-3.723278
ChIJeYfZuIXiRQ0RKUMMBcXVIlM,42.3096355,-3.723278
ChIJpWNNPZDiRQ0R4c_n5D1isgw,42.3096355,-3.723278
ChIJAb1AipDiRQ0Rq-uRFuqaXXY,42.3096355,-3.723278
ChIJaV3HGADjRQ0RglREqFC2FZs,42.3096355,-3.723278
ChIJX2AN61rjRQ0RsUpC9Ak8zZE,42.3096355,-3.723278
ChIJi65JdZDiRQ0R4fAI05MV9SA,42.3096355,-3.723278
ChIJYUDzAtf8RQ0R5XUNZvcwbc8,42.3611004,-3.6951326
ChIJ1RPdsOX8RQ0RYRILSk_CZ88,42.3611004,-3.6951326
ChIJ_YMTFdb9RQ0R8vEza0Xg7Do,42.3611004,-3.6951326
ChIJv3-Y0uX8RQ0Re4hQlaABTG4,42.3611004,-3.6951326
ChIJv8DjpeX8RQ0RDg1IY0LE1CY,42.3611004,-3.6951326
ChIJH-78xGr9RQ0RVRRgtoKUs_I,42.3611004,-3.6951326
ChIJecYyNAD9RQ0RhBkkyP4vMdw,42.3611004,-3.6951326
ChIJPdfXCTH9RQ0RbYBrmYEHsKA,42.3611004,-3.6951326
ChIJrRT3_vP8RQ0R5EfLGSQDIkk,42.3611004,-3.6951326
ChIJqd69-lLjRQ0R9DTjA03n3dk,42.3342367,-3.6706087
ChIJ5wwVGen9RQ0RCes1AcJNWBI,42.3611004,-3.6951326
ChIJGzOh_g_lRQ0RQA5SlNmRZiY,42.3342367,-3.6706087
ChIJodXWyOX8RQ0RCV5hve0URjw,42.3611004,-3.6951326
ChIJtdAj-1LjRQ0RjJtsnOKRD4Y,42.3342367,-3.6706087
ChIJWQTXhM5PTg0R9Ymy7RM85fU,42.3611004,-3.6951326
ChIJ85lSqLL8RQ0RIahm6cVBEJI,42.3342367,-3.6706087
ChIJP5itNeT8RQ0RIdnuz7TPXeE,42.3611004,-3.6951326
ChIJBfJZIjnjRQ0RBS03t58JQYo,42.3342367,-3.6706087
ChIJ0wENAMz9RQ0ROr7tm9gnIew,42.3611004,-3.6951326
ChIJ0aO1Y638RQ0Rdgrbq4g-l70,42.3342367,-3.6706087
ChIJNxHhvuT8RQ0RoUu_o3lcGqQ,42.3611004,-3.6951326
ChIJR0ffAe7jRQ0R0SspRNJTwf4,42.3342367,-3.6706087
ChIJlc6iw-X8RQ0RQ-q_pzrSrZ4,42.3611004,-3.6951326
ChIJWSVm7QTjRQ0RJl4nlfaMth4,42.3342367,-3.6706087
ChIJlc6iw-X8RQ0RjqD8EoVUH80,42.3611004,-3.6951326
ChIJIwGgv4f9RQ0RnbvlMaUkhR8,42.3342367,-3.6706087
ChIJ902ZJg79RQ0RBLwZh1fGnTY,42.3611004,-3.6951326
ChIJP0cTZBn9RQ0Rra-4ZoSQQAk,42.3601822,-3.6955529
ChIJ30mv60PjRQ0RIdgQtqHNHNU,42.3342367,-3.6706087
ChIJu3aUMuT8RQ0Rf7J8VUFqzko,42.3611004,-3.6951326
ChIJnc5K6KL-RQ0Rq538STBMGJc,42.3601822,-3.6955529
ChIJVYoLtrL9RQ0R7BxoYlOE7Mc,42.3342367,-3.6706087
ChIJ-crKy-X8RQ0RCWVbJOFyOds,42.3601822,-3.6955529
ChIJ___PilbjRQ0RgIBA7hXTx2E,42.3342367,-3.6706087
ChIJdc_17SD9RQ0RhCc-v0EkLU4,42.3601822,-3.6955529
ChIJmRWuGtf8RQ0Rb3RBAdJOsKc,42.3342367,-3.6706087
ChIJaZia4ff8RQ0Rkn5_zhNdadI,42.3601822,-3.6955529
ChIJTX4kJpLjRQ0R3Enmelz7JGE,42.3342367,-3.6706087
ChIJKyBdk678RQ0R1p4rfL6yHZY,42.3342367,-3.6706087
ChIJb0H08q78RQ0R7dtue4wcV9E,42.3342367,-3.6706087
ChIJTb8WRlbjRQ0RCwSlIs0TQpA,42.3342367,-3.6706087
ChIJRakmfDzjRQ0RLb8mJlAv2oc,42.3342367,-3.6706087
ChIJS35RlsX8RQ0RaNalEqnT27k,42.3342367,-3.6706087
ChIJ4yCWQO_8RQ0RaRBVR5ySbM4,42.3602846,-3.6915971
ChIJDUDHQO_8RQ0R7ooLj4vY_nQ,42.3602846,-3.6915971
ChIJx8u5QO_8RQ0RJws3WHmja3M,42.3602846,-3.6915971
ChIJq-rqQO_8RQ0Rv5JJ6M8cyXk,42.3602846,-3.6915971
ChIJz4reRu_8RQ0RvusZfwojrxA,42.3602846,-3.6915971
ChIJR05aW-_8RQ0RQvTHFguq44I,42.3602846,-3.6915971
ChIJi5zBQO_8RQ0RrgYySv1rmVA,42.3602846,-3.6915971
ChIJ_UThOe_8RQ0RHpnHbyzTgZQ,42.3602846,-3.6915971
ChIJA8L_RO_8RQ0RX_1njdpc1M4,42.3602846,-3.6915971
ChIJw38WOO_8RQ0RHcfSiS-GcDI,42.3602846,-3.6915971
ChIJYx5KPLL9RQ0R4Mx4mMZSTAQ,42.3602846,-3.6915971
ChIJy_UHYQD9RQ0RiwCt2dhr1mE,42.3602846,-3.6915971
ChIJz4LPMen8RQ0Ryco8quugbhY,42.3602846,-3.6915971
ChIJceY93OX8RQ0Rc8X70a8Qc6M,42.3602846,-3.6915971
ChIJ-7NwyuX8RQ0RqB-lDxVB1aE,42.3602846,-3.6915971
ChIJFwfVA0H9RQ0R6SAg3vEISWY,42.3602846,-3.6915971
ChIJa34C2-X8RQ0Rhnn8btSEl-g,42.3602846,-3.6915971
ChIJRZGpWOD9RQ0RPAA61Jx-2wg,42.3602846,-3.6915971
ChIJ-7llbOb8RQ0R8wl0WQbEFvw,42.3582983,-3.6941879
ChIJzbjMcub8RQ0RysOMz8dxDoA,42.3582983,-3.6941879
ChIJczr0NFX9RQ0Ra2EtcgadS28,42.3582983,-3.6941879
ChIJ7bhNG9f8RQ0RsW5V10PQkAM,42.3582983,-3.6941879
ChIJQzSda-b8RQ0R4LrF112zyfU,42.3582983,-3.6941879
ChIJd8GRVAD9RQ0Ryt05yO5Sexw,42.3582983,-3.6941879
ChIJlZHEEgD9RQ0Rz0PJiHA45XI,42.3582983,-3.6941879
ChIJMyAlZfj9RQ0Rd2RtGkgY0qw,42.3582983,-3.6941879
ChIJqyST7Lb9RQ0RmEt42k6eHTs,42.3582983,-3.6941879
ChIJmaf2IQ39RQ0Rz2kLtoXRGic,42.3582983,-3.6941879
ChIJGcUQcQD9RQ0RmpJHFd2dQvs,42.3582983,-3.6941879
ChIJH7ZeBt39RQ0Rbrip77qHcAc,42.3582983,-3.6941879
ChIJ96-h1uX8RQ0Rlz0m6gbEQ7o,42.3582983,-3.6941879
ChIJn9_-Jeb8RQ0RmodqSyJGB-A,42.3582983,-3.6941879
ChIJVd957_H9RQ0RR5P9LlBns9g,42.3582983,-3.6941879
ChIJI8Wiw-X8RQ0RPcxwN_LQ1C8,42.3582983,-3.6941879
ChIJdcnIpen9RQ0RZF0oXVWox2U,42.3568255,-3.705729
ChIJf2FAbgD9RQ0RE0E_7SJSKk4,42.3568255,-3.705729
ChIJ70EGzDv9RQ0R_dJxEseMv3g,42.3581135,-3.69407
ChIJQakr4QH9RQ0Rzt17E0gTx0U,42.3568255,-3.705729
ChIJ5aPQV1IgRA0R_F0CeLwAjZg,41.5735417,-3.7054621
ChIJ7Qfw8FIgRA0RCR5od8RwHgE,41.5735417,-3.7054621
ChIJ____LzAgRA0RIAjYeoQ5nXY,41.5735417,-3.7054621
ChIJGQwYETAhRA0RFnfdV2lTceg,41.5735417,-3.7054621
ChIJU5MD7lIgRA0RsJau1_hykAc,41.5735417,-3.7054621
ChIJH4Lm3VIgRA0RpwXDi2EUt5Y,41.5735417,-3.7054621
ChIJ20e47XwhRA0RBp4_UFlJqYU,41.5735417,-3.7054621
ChIJE_PVBlMgRA0RYoKiTy9Qlos,41.5735417,-3.7054621
ChIJtw_wYMQmRA0RZj_7n-0VTZM,41.5735417,-3.7054621
ChIJudy351IgRA0RT_KRG6Yt670,41.5735417,-3.7054621
ChIJi-LLdAAhRA0RfxvVGvUWAOM,41.5735417,-3.7054621
ChIJ55jFJFMgRA0RTA3WpnsyNAM,41.5735417,-3.7054621
ChIJ5RQJxqwhRA0RR8eVSsIITew,41.5735417,-3.7054621
ChIJLaRMcawhRA0RbCRmZ1Jn4vo,41.5735417,-3.7054621
ChIJzWbaEAAhRA0RKnaiKqin0EY,41.5735417,-3.7054621
ChIJ5QbmwrUhRA0RG1ZLvKHoab4,41.5735417,-3.7054621
ChIJr3AujKwhRA0RzhJBlHxUK2c,41.5735417,-3.7054621
ChIJP1BqjqwhRA0RPhE0nR2GfTs,41.5735417,-3.7054621
ChIJ2R6yfKwhRA0R9L5cBGHbDDI,41.5735417,-3.7054621
ChIJCdDqc6whRA0RgGUyUuqyOcA,41.5735417,-3.7054621
ChIJaWcoocT8RQ0Rs8fqey62he8,42.3493327,-3.6918933
ChIJod79q8T8RQ0R_sCzUiXPNVI,42.3493327,-3.6918933
ChIJod79q8T8RQ0R5JG5Ujhj70w,42.3493327,-3.6918933
ChIJS3xF4Nr8RQ0R0yLP8hin3os,42.3493327,-3.6918933
ChIJaWcoocT8RQ0RXqPQq_3oMNo,42.3493327,-3.6918933
ChIJFetgG8b8RQ0Rs0b8_w72y2A,42.3493327,-3.6918933
ChIJ8XkY81n9RQ0RQcIzKs3a_qA,42.3493327,-3.6918933
ChIJdzMpocT8RQ0RqmnMIwyxu6E,42.3493327,-3.6918933
ChIJaWcoocT8RQ0R2HSH5aScNtc,42.3493327,-3.6918933
ChIJS3xF4Nr8RQ0Ri9yEmP3jFwo,42.3493327,-3.6918933
ChIJaWcoocT8RQ0Re42XLCddoGY,42.3493327,-3.6918933
ChIJx4zbo1v9RQ0RePzxRDEFLT4,42.3493327,-3.6918933
ChIJ7VWDWcP8RQ0R1QSQ8D9YVxs,42.3493327,-3.6918933
ChIJz6iyzwL9RQ0RT8xfO_LLPDs,42.3493327,-3.6918933
ChIJWyVAGbL9RQ0RRJ9mEnuo8dM,42.3493327,-3.6918933
ChIJb6a318j9RQ0RVYl50jhjR_Y,42.3493327,-3.6918933
ChIJ--tWcMP8RQ0RX9DwqYo8jLY,42.3493327,-3.6918933
ChIJw0r9VsP8RQ0RGbMNiGVEvuQ,42.3493327,-3.6918933
ChIJ3aigr8T8RQ0RRcmPk5uE1FI,42.3493327,-3.6918933
ChIJyQvdUMP8RQ0RYZeONoDq5Ls,42.3493327,-3.6918933
ChIJS6Lo_pV3Rg0RZOZRgscDuZE,42.0362011,-3.7685533
ChIJCyaScp93Rg0RrURaOSdPCM0,42.0362011,-3.7685533
ChIJVVVVFfJ3Rg0Rk98QaCzsJ9s,42.0362011,-3.7685533
ChIJgxvRG753Rg0R9XFsGhxWJM8,42.0362011,-3.7685533
ChIJL4l_-r13Rg0RNEx6Z2bA6Nw,42.0362011,-3.7685533
ChIJLbM9sP53Rg0RyShnFw_pqus,42.0362011,-3.7685533
ChIJS3a22dN3Rg0R4mCiEOIy_yc,42.0362011,-3.7685533
ChIJC_NmUQJ3Rg0RBaV8yVmkmh4,42.0362011,-3.7685533
ChIJTXJu-It3Rg0RQ-kM6BKGrt4,42.0362011,-3.7685533
ChIJd8MkLb53Rg0R9aSsvONA_cc,42.0362011,-3.7685533
ChIJGV1fNr53Rg0RDR-_nZS9jmw,42.0362011,-3.7685533
ChIJMSC0kL13Rg0R_7-wpilgOlQ,42.0362011,-3.7685533
ChIJF0D4ZQB3Rg0R5oEI3ag9I6U,42.0362011,-3.7685533
ChIJMQtmueV3Rg0RLnnKwAlxTfs,42.0362011,-3.7685533
ChIJN8mTmFZ3Rg0RBJMcJJBhUtY,42.0362011,-3.7685533
ChIJ0aHfrb13Rg0R5PpqOW52P1s,42.0362011,-3.7685533
ChIJfbVlr713Rg0RQeeONPM92co,42.0362011,-3.7685533
ChIJ2djKK-t3Rg0R6XCRHtN-ev4,42.0362011,-3.7685533
ChIJMzkLnZV3Rg0RGInscJmILug,42.0362011,-3.7685533
ChIJiyFCwpN3Rg0R2ajhRXXTZwI,42.0362011,-3.7685533
ChIJxVvjxcP8RQ0R2HHdi93mREs,42.3513466,-3.688684
ChIJt70agxwhRA0RKNK4yC07Oc0,41.5936093,-3.6975663
ChIJ4f7swMP8RQ0RFcleFi5UFoM,42.3513466,-3.688684
ChIJ93zQjGYhRA0R0OoLAEpVRQc,41.5936093,-3.6975663
ChIJ5w5SlcP8RQ0RfoTAFv_CLmk,42.3513466,-3.688684
ChIJ1QQZexshRA0RgOq-abgZ6GY,41.5936093,-3.6975663
ChIJafsL2sP8RQ0RBQUXAxQL5LY,42.3513466,-3.688684
ChIJzYYEhBwhRA0RlnITl_uk-94,41.5936093,-3.6975663
ChIJO2Eg--j9RQ0RsKM3bbb0AHc,42.3513466,-3.688684
ChIJGx5DPRohRA0R6QUzj03XiH4,41.5936093,-3.6975663
ChIJnXVJ2MP8RQ0R5F00TqQlDWU,42.3513466,-3.688684
ChIJMYofSRkhRA0RPnRkRDAbzzc,41.5936093,-3.6975663
ChIJ4f7swMP8RQ0R-yao0aUKMik,42.3513466,-3.688684
ChIJdxsGWRAhRA0RrHfgpQFQfH4,41.5936093,-3.6975663
ChIJUW1Wu8P8RQ0Rt_9bN9MFEiI,42.3513466,-3.688684
ChIJUcfSqTAhRA0RPADYQ5zuB-A,41.5936093,-3.6975663
ChIJSc3s0NzxRQ0RloynaO5kPDs,42.3790017,-3.5017511
ChIJZ2LAosP8RQ0R-CPE-qWSjLU,42.3513466,-3.688684
ChIJ_XBMYRAhRA0RND9X1KtNcQw,41.5936093,-3.6975663
ChIJf35I6cP8RQ0R_uYY-DLY4ps,42.3513466,-3.688684
ChIJfXWmRBAhRA0RMOaWtoIm7Ts,41.5936093,-3.6975663
ChIJ0ZG4QqH9RQ0RF61w1qBNAUE,42.3513466,-3.688684
ChIJ4aj3ZawhRA0RvY2TkOZGgHE,41.5936093,-3.6975663
ChIJwV61dgD9RQ0R7WkRY9CBLE0,42.3513466,-3.688684

ChIJ54GduBEhRA0Rr_XdBHRIN28,41.5936093,-3.6975663
ChIJg9Z_DQD9RQ0Rni_hRfQdWvs,42.3513466,-3.688684
ChIJN7zXaAAhRA0Rx7Kfn23Xs0E,41.5936093,-3.6975663
ChIJm8YhKAD9RQ0RB3DD9I9s39c,42.3513466,-3.688684
ChIJKWtM7BQhRA0RQhWk9IcdGkY,41.5936093,-3.6975663
ChIJe_X0lsP8RQ0Rc77WqnXpdV8,42.3513466,-3.688684
ChIJ____KKghRA0RMU-mYIAoWl8,41.5936093,-3.6975663
ChIJvbOfVgD9RQ0RvA31MUZBvmo,42.3513466,-3.688684
ChIJX0ov-qghRA0RVYkToo3GoS4,41.5936093,-3.6975663
ChIJfTFojCL9RQ0RsartMMzb4ao,42.3513466,-3.688684
ChIJQSf8QKwhRA0Rgmws4J5wKUo,41.5936093,-3.6975663
ChIJe0OBq2T9RQ0RUJowskQC5hk,42.3513466,-3.688684
ChIJy6W0sakhRA0RR1Pei3UPKb4,41.5936093,-3.6975663
ChIJRwmxlUv9RQ0R2trBwBceJpY,42.3513466,-3.688684
ChIJ4zslIQAhRA0RwzljWvdjLE0,41.5936093,-3.6975663
ChIJ-xU7iVr7RQ0REaZCYFgnuiU,42.3465959,-3.6535388
ChIJa00Gjlr7RQ0RJEc4bIIqRu4,42.3465959,-3.6535388
ChIJj97cPEX7RQ0RauAzzALtenE,42.3465959,-3.6535388
ChIJu6q78Vr7RQ0RkqcyKwx86o0,42.3465959,-3.6535388
ChIJ22-Yp1r7RQ0RbClPLL9ZWdg,42.3465959,-3.6535388
ChIJWXL38yL7RQ0RcokyXsTQhcM,42.3465959,-3.6535388
ChIJrX2zCVD7RQ0RzNWLxs1IphM,42.3465959,-3.6535388
ChIJ-yhkAlD7RQ0RWmvK1Gi9mrk,42.3465959,-3.6535388
ChIJfYV-2zf7RQ0Rwq1rCx3mHv4,42.3470919,-3.6521339
ChIJpdt3Bfv9RQ0RsnNGITYJA5I,42.3470858,-3.6867905
ChIJd2QLsUX7RQ0RtzNkhuhgPs4,42.3465959,-3.6535388
ChIJYc3SCQD7RQ0RaJa_Cxt9rHo,42.3470919,-3.6521339
ChIJn9PEkdH8RQ0R9WmQYWvQ9Wc,42.3470858,-3.6867905
ChIJbYr4VwD7RQ0Rc3Y7LUZbCrI,42.3465959,-3.6535388
ChIJ1Qod6Ef7RQ0RucK0v2VBAwQ,42.3470919,-3.6521339
