ChIJd5nc1m_9RQ0RQwJv0DNVrdQ,"{'text': 'Kava Bar', 'languageCode': 'es'}",No attribution available,Burgos
ChIJj41mhzL9RQ0Rlq0TwB52prg,"{'text': 'Cafetería La MALQUERIDA BURGOS', 'languageCode': 'es'}",No attribution available,Burgos
ChIJEekDY7j8RQ0RXLxSUaMaG28,"{'text': 'Oslo cafetería cervecería', 'languageCode': 'es'}",No attribution available,Burgos
ChIJx6JzqaT8RQ0RmPs8OEvQoV4,"{'text': 'Café Bar Bereca', 'languageCode': 'es'}",No attribution available,Burgos
ChIJW0oMqgf9RQ0RUhG6FO865Ws,"{'text': 'Mellow Café de Especialidad', 'languageCode': 'es'}",No attribution available,Burgos
ChIJNajhg7v8RQ0RqOfaksEOuh4,"{'text': 'Cafetería La Ópera', 'languageCode': 'gl'}",No attribution available,Burgos
ChIJC7RNds_8RQ0RDqemNEEFkVI,"{'text': 'Cafetería Luján', 'languageCode': 'es'}",No attribution available,Burgos
ChIJc5PmmdPiRQ0RQ676rD7gsyk,"{'text': 'Café Video Fox', 'languageCode': 'es'}",No attribution available,Burgos
ChIJRVoox0f9RQ0RnNpZDihEbB4,"{'text': 'Café bar Matinal', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ52qQGtH8RQ0RNJd2VdSVUpQ,"{'text': 'Pub Matarile', 'languageCode': 'es'}",No attribution available,Burgos
ChIJc5fxWJj8RQ0RBv9Zt21qn8c,"{'text': 'Cafetería Casa La Vega', 'languageCode': 'es'}",No attribution available,Burgos
ChIJG41El9r8RQ0RmA_lnBi6XV0,"{'text': 'Bar El Manantial', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ_3Ypc8X8RQ0RvCTjrYOSVZk,"{'text': 'LA OLA Cafetería PIZZA BOOM', 'languageCode': 'es'}",No attribution available,Burgos
ChIJjQakTNb9RQ0RvT6psGAiuow,"{'text': 'BAR IGMA', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ3VLrT6L8RQ0RI_jZHWboDMI,"{'text': 'Carmen Restaurante', 'languageCode': 'es'}",No attribution available,Burgos
ChIJg73MH9j8RQ0RyZYQMegvqwk,"{'text': 'Taberna Los Enchilaos', 'languageCode': 'es'}",No attribution available,Burgos
ChIJcWzMvpP8RQ0RJ6G3QX9p8T8,"{'text': 'Bar NiSinTi', 'languageCode': 'es'}",No attribution available,Burgos
ChIJl8dcjtv8RQ0RbFqQmvUOS1g,"{'text': 'Bar The Zurich', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ77fwJyj9RQ0RvVeCQ4GpZ3c,"{'text': 'Norte GastroBar', 'languageCode': 'es'}",No attribution available,Burgos
ChIJb5iuv__9RQ0RQsjY0CLDTUc,"{'text': 'Alhambra Kebab&Pizzeria', 'languageCode': 'es'}",No attribution available,Burgos
ChIJZwqH69f8RQ0Rb0en4TVh5P4,"{'text': 'La Boca del Lobo', 'languageCode': 'es'}",No attribution available,Burgos
ChIJMRVyt9f8RQ0Rlsg7uOln93E,"{'text': 'La Comidilla de San Lorenzo', 'languageCode': 'es'}",No attribution available,Burgos
ChIJq6N-ttf8RQ0RQvDsYRWVfI0,"{'text': 'Restaurante Mesón Los Herreros', 'languageCode': 'es'}",No attribution available,Burgos
ChIJswS_W4L9RQ0RHWrvremvLo0,"{'text': 'Kebab El Sabor Halal', 'languageCode': 'es'}",No attribution available,Burgos
ChIJCTgeXJP8RQ0Rbah1YhbBrYo,"{'text': 'Restaurante TriaG3', 'languageCode': 'es'}",No attribution available,Burgos
ChIJt7p71df8RQ0RNxIPX2F3qRU,"{'text': 'Kebabish Espolón', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ4drUy1_9RQ0R9oEg_ftk8Oc,"{'text': 'La Fauna Gastro Burgos', 'languageCode': 'es'}",No attribution available,Burgos
ChIJS2jd4Sn9RQ0RTwMLCLaAzl8,"{'text': 'En Tiempos de Maricastaña', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ07oi8db9RQ0Rw4fKzvjeRWM,"{'text': 'Dellid0g', 'languageCode': 'es'}",No attribution available,Burgos
ChIJsXdZDWH9RQ0RP8mROyHMA9I,"{'text': 'Restaurante Onírica', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ0XXS3yn9RQ0R0EyiZgcvDaI,"{'text': 'Restaurante Gaona Jardín', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ5xuvodv8RQ0RqsZ5OsvhmJk,"{'text': 'BURGER POOL', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ6YRI8DD9RQ0R0bS_BiEB5ys,"{'text': 'Restaurante La Caja', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ0yY_HtT8RQ0RFwSpKKf1H20,"{'text': 'Bar Don Jamón', 'languageCode': 'es'}",No attribution available,Burgos
ChIJb0BoGMP8RQ0RO_sEJW5QHeQ,"{'text': 'Bodegas Sáiz', 'languageCode': 'es'}",No attribution available,Burgos
ChIJAdrs6tD8RQ0RnhhDz3q2JVU,"{'text': 'Vinoteca El Lagar - Burgos', 'languageCode': 'es'}",No attribution available,Burgos
ChIJd7eAKDT9RQ0RL2bE6lm5-MQ,"{'text': 'La Pequeña Polonia', 'languageCode': 'es'}",No attribution available,Burgos
ChIJK2uWDrv8RQ0RjlcUjlbwVeQ,"{'text': 'Bodegas Renuncio S L', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ1dVPBEb9RQ0Rubw3gGkdqY4,"{'text': 'Tiempos Líquidos', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ_UMR_7j8RQ0RPEDsPNCb4AU,"{'text': 'PICRES VINICOLA', 'languageCode': 'es'}",No attribution available,Burgos
ChIJe0u69NP8RQ0RF71f3TjJKls,"{'text': 'Ratatouille', 'languageCode': 'es'}",No attribution available,Burgos
ChIJuX0qUbz8RQ0Rdf-meMx0AWY,"{'text': 'Bodega Lavaderos', 'languageCode': 'es'}",No attribution available,Burgos
ChIJGyQ9LqT8RQ0RhWa0sQXzVPo,"{'text': 'Bodegas Rioja Alta', 'languageCode': 'en'}",No attribution available,Burgos
ChIJ225Ly838RQ0RMjUBWW7an4c,"{'text': 'La Cántara', 'languageCode': 'es'}",No attribution available,Burgos
ChIJS93K28T8RQ0RG__MqNtxX-Q,"{'text': 'María Isabel Bravo Alvarez', 'languageCode': 'es'}",No attribution available,Burgos
ChIJVemnKdH8RQ0RfqBgt9xAuT8,"{'text': 'Vinos de Arlanza', 'languageCode': 'es'}",No attribution available,Burgos
ChIJs-b9ylr9RQ0RsAGZQeDpsx8,"{'text': 'El Mundi-Bar Culinario', 'languageCode': 'es'}",No attribution available,Burgos
ChIJDV-mBLj9RQ0RHtxlOmeH7cQ,"{'text': 'BAR FLOR', 'languageCode': 'es'}",No attribution available,Burgos
ChIJc-GQo8b8RQ0RUYX02ikeeSE,"{'text': 'Café Bar Comuneros', 'languageCode': 'es'}",No attribution available,Burgos
ChIJZbLR7On9RQ0RPdE7ogqD4W0,"{'text': 'La Ke Se Avecina Bar', 'languageCode': 'es'}",No attribution available,Burgos
ChIJe_kOXpH8RQ0R5prJYYXjf-U,"{'text': 'Bar B-Doce', 'languageCode': 'es'}",No attribution available,Burgos
ChIJTTmPa5P8RQ0RK0fBXlA_6M8,"{'text': 'Bar Burgos Restaurante Balfé', 'languageCode': 'es'}",No attribution available,Burgos
ChIJH_4TNtb8RQ0RvmbAPLCbMgA,"{'text': 'Olinda Bar', 'languageCode': 'es'}",No attribution available,Burgos
ChIJe7K9r5P8RQ0RkSi7nrt5tvE,"{'text': 'Bar Casa Almira', 'languageCode': 'es'}",No attribution available,Burgos
ChIJu5Xvxcj8RQ0RQEmxAgwgnAw,"{'text': 'Bar La Playa Rock & Roll', 'languageCode': 'es'}",No attribution available,Burgos
ChIJJUv6ASj9RQ0RWkBEF3bc9-I,"{'text': 'Bar Muro', 'languageCode': 'es'}",No attribution available,Burgos
ChIJVXTki5j8RQ0Rrh4aUtGL940,"{'text': 'Bar Santolaya', 'languageCode': 'es'}",No attribution available,Burgos
ChIJSfRgHxn9RQ0RMP3Za2VBN7c,"{'text': 'Bar California 3', 'languageCode': 'es'}",No attribution available,Burgos
ChIJj4WzStb8RQ0RDeQWF7BeD6M,"{'text': 'Bar La Perla Arandina', 'languageCode': 'es'}",No attribution available,Burgos
ChIJQylw1g39RQ0RmRqBOORNHcc,"{'text': 'Bar Iguana', 'languageCode': 'es'}",No attribution available,Burgos
ChIJkUL4Ser9RQ0RFkEG8dmYIpw,"{'text': 'The Garrison Bar', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ_8S58aH8RQ0RksVTPFJ-eMI,"{'text': 'Bar Timoteo', 'languageCode': 'es'}",No attribution available,Burgos
ChIJS5adLtf8RQ0RE_FPi3ks8II,"{'text': 'Bar La Cuca - Burgos', 'languageCode': 'en'}",No attribution available,Burgos
ChIJQdakqBT9RQ0RaV6-_lxpBFI,"{'text': 'LAS COSITAS DE CANDY', 'languageCode': 'es'}",No attribution available,Burgos
ChIJnUqv50H9RQ0Rs6PoW-J2gLU,"{'text': 'Panadería Averroes', 'languageCode': 'es'}",No attribution available,Burgos
ChIJTQ0CA3X9RQ0R-T7zbJ7QPEg,"{'text': 'Panadería Nieves', 'languageCode': 'es'}",No attribution available,Burgos
ChIJiSfMHQD9RQ0RFi8D6HmjGwo,"{'text': 'El Currusco', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ82Aewtf8RQ0RDsTpx_vsxAk,"{'text': 'Los Bizcochos de Carol', 'languageCode': 'es'}",No attribution available,Burgos
ChIJrbw9fpT8RQ0R6W9rYigIHNo,"{'text': 'Panadería El Molino', 'languageCode': 'es'}",No attribution available,Burgos
ChIJCero4Sn9RQ0RTDtptufRBQg,"{'text': 'Pannus', 'languageCode': 'es'}",No attribution available,Burgos
ChIJhb-li8n9RQ0RU_ZktQO4tQ8,"{'text': 'Panadería Ares', 'languageCode': 'es'}",No attribution available,Burgos
ChIJUYBJkcT8RQ0R1e5z_FgZ-lI,"{'text': 'Panadería Dolce Vita', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ2SO95vv9RQ0RI3M43_EHaN8,"{'text': 'Panadería El Zamorano', 'languageCode': 'es'}",No attribution available,Burgos
ChIJsaPBDOn8RQ0RvvCl8DF1eC4,"{'text': 'Panadería Nati', 'languageCode': 'es'}",No attribution available,Burgos
ChIJL-UYNAD9RQ0R0xBWwW6vbmo,"{'text': 'Panadería Hermanos Salvador', 'languageCode': 'en'}",No attribution available,Burgos
ChIJA2sJIQL9RQ0R1pJyTKvwxcY,"{'text': 'Panadería Anna', 'languageCode': 'es'}",No attribution available,Burgos
ChIJV-nep878RQ0RA0Hfd99eWK4,"{'text': 'Hijos de López Cuevas S.C.', 'languageCode': 'es'}",No attribution available,Burgos
ChIJGd1w6hr9RQ0RBuWYx2WnCFg,"{'text': 'Brownie Burgos', 'languageCode': 'es'}",No attribution available,Burgos
ChIJsfP2eJj9RQ0RK3Io1OgGk4Q,"{'text': 'Padoca Bakery & Café', 'languageCode': 'es'}",No attribution available,Burgos
ChIJBaqTPDD9RQ0RnLlNSr1l69g,"{'text': 'Panadería Benito Pérez', 'languageCode': 'es'}",No attribution available,Burgos
ChIJZwwKf8j8RQ0RbRx34ueOGio,"{'text': 'Panadería Bertiz', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ_yv76pP8RQ0R_OMW0tWERx4,"{'text': 'El Horno', 'languageCode': 'es'}",No attribution available,Burgos
ChIJu-9HZZP8RQ0R018klMF_ZGI,"{'text': 'El Rincón de Pampli', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ7x_Bw9X8RQ0RSzNBiH6sWnA,"{'text': 'Mercado Sur de Abastos Burgos', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ--tWcMP8RQ0RX9DwqYo8jLY,"{'text': 'Pescadería Araceli', 'languageCode': 'es'}",No attribution available,Burgos
ChIJzU22Rxn9RQ0R4zj1qJGcYlc,"{'text': 'Royal frutería', 'languageCode': 'es'}",No attribution available,Burgos
ChIJrYKhTdf8RQ0RtVNVLIqm7zA,"{'text': 'Mercado Norte Municipal', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ0ZtW88X8RQ0R5rQQ69WTbt8,"{'text': 'PESCADOS Y MARISCOS HNOS VENEGAS', 'languageCode': 'es'}",No attribution available,Burgos
ChIJtTZY49D9RQ0Rv1SgnVkPMzU,"{'text': 'Alcampo Supermercado', 'languageCode': 'fr'}",No attribution available,Burgos
ChIJ5aogIivjRQ0R0p-8opXrz_A,"{'text': 'Dibéricos S.L.', 'languageCode': 'es'}",No attribution available,Burgos
ChIJg0E8g579RQ0RQhLO6-Vg7zc,"{'text': 'Alcampo Supermercado', 'languageCode': 'fr'}",No attribution available,Burgos
ChIJJ9T6hNP8RQ0RKug9gPFo5Hc,"{'text': 'Alcampo', 'languageCode': 'es'}",No attribution available,Burgos
ChIJjTiUCqP8RQ0RtB2xoKqA3B4,"{'text': 'Comercial Bustillo', 'languageCode': 'es'}",No attribution available,Burgos
ChIJe7WzhG_9RQ0RIZR_ORwPv1k,"{'text': 'Alcampo Supermercado', 'languageCode': 'fr'}",No attribution available,Burgos
ChIJy2dRBtD8RQ0R4I1HNY8MNec,"{'text': 'Marisquería Piñeiro', 'languageCode': 'es'}",No attribution available,Burgos
ChIJZSZLWNTiRQ0RxfFL5cWf_e8,"{'text': 'Lupa Supermercados', 'languageCode': 'es'}",No attribution available,Burgos
ChIJxzE38179RQ0RTWGTk9UCgtw,"{'text': 'Acuarionatur', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ1egcx8L9RQ0RxD2poGc3XuM,"{'text': 'Supermercado Unide', 'languageCode': 'es'}",No attribution available,Burgos
ChIJDdZ15nf9RQ0RZ928F1zeNjI,"{'text': 'BAZAR ATLAS', 'languageCode': 'es'}",No attribution available,Burgos
ChIJb3oAd9b8RQ0R-GJvF8svXMs,"{'text': 'Golden Rock and Beer', 'languageCode': 'es'}",No attribution available,Burgos
ChIJuSOMOqP8RQ0RVeTlTuHBjQA,"{'text': 'Supermercados Alimerka', 'languageCode': 'es'}",No attribution available,Burgos
ChIJLfdpltP8RQ0RFFbaIkLs_AM,"{'text': 'Acuárium Pajarería Burgalesa', 'languageCode': 'es'}",No attribution available,Burgos
ChIJDezNVrv8RQ0RzgRSc_WAFBQ,"{'text': 'Dibericos S.L.', 'languageCode': 'es'}",No attribution available,Burgos
ChIJWVsOsab8RQ0RZzaAV4h3L6U,"{'text': 'Carnicería Artesana Burgalesa', 'languageCode': 'es'}",No attribution available,Burgos
ChIJx_JsOOv9RQ0R0B8sZF79dOY,"{'text': 'Tajadura G3', 'languageCode': 'es'}",No attribution available,Burgos
ChIJpX7B9dn8RQ0R766wPRCRYgI,"{'text': 'Productos de Burgos', 'languageCode': 'es'}",No attribution available,Burgos
ChIJofBqWLz8RQ0RU8FbPlSLWNk,"{'text': 'Carnicería Santamaría', 'languageCode': 'es'}",No attribution available,Burgos
ChIJJbkr-Lj8RQ0RamjAPYUPBuY,"{'text': 'Carnicería La Encina', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ_387HcH8RQ0RhHMPlzL_iKE,"{'text': 'Cernicería Isabel', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ8Vmwi7z8RQ0R6f6UA3talCA,"{'text': 'Carnicería Alcalde Sedano', 'languageCode': 'es'}",No attribution available,Burgos
ChIJLXosC8P8RQ0RFrmxgq8nz_U,"{'text': 'Carnicería Charcutería González', 'languageCode': 'es'}",No attribution available,Burgos
ChIJox75R938RQ0RlyKOC3KjZBM,"{'text': 'Carnicería Sedano', 'languageCode': 'es'}",No attribution available,Burgos
ChIJl_dQgtz8RQ0Ryi-ltbILmHs,"{'text': 'Carnicería Sedano', 'languageCode': 'es'}",No attribution available,Burgos
ChIJuyE8jJj8RQ0RFDlfIE1wAy8,"{'text': 'Carnicería Quintana Herrero, V.', 'languageCode': 'es'}",No attribution available,Burgos
ChIJA28Lytf8RQ0RtkfMwFoBs7A,"{'text': 'Carnicería Afri', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ6RvK97j8RQ0RRWp_mYq9hR4,"{'text': 'Carnicería Juez', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ5Zy68pH9RQ0RwwOu2Ujjuis,"{'text': 'Carnicería Jumbo', 'languageCode': 'es'}",No attribution available,Burgos
ChIJyz4AmHP9RQ0R8FdkNliJpyE,"{'text': 'Carnicería Charcutería El vecino', 'languageCode': 'es'}",No attribution available,Burgos
ChIJH7ntd0z9RQ0RQcCkLL56KwM,"{'text': 'Carnicería Ruiz', 'languageCode': 'es'}",No attribution available,Burgos
ChIJqT814tv8RQ0Rnjvfq1bqIug,"{'text': 'Carnicería Antón', 'languageCode': 'es'}",No attribution available,Burgos
ChIJQ0h8QTD9RQ0RNHQSMNmGDYU,"{'text': 'Hnos. Rodríguez Carnicería charcutería', 'languageCode': 'es'}",No attribution available,Burgos
ChIJO0SVRbz8RQ0RZh10dM2Vhx4,"{'text': 'Carnicería Abel Burgos', 'languageCode': 'es'}",No attribution available,Burgos
ChIJK1_Dc7kHRg0Rku0QsKf-QNA,"{'text': 'Carnicería CÁRNICAS GONZALBUR, SL', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ9Ycwi-z8RQ0ReuyHGs6DCrY,"{'text': 'Carrefour Express EESS', 'languageCode': 'es'}",No attribution available,Burgos
ChIJKxUz1n79RQ0RutwUOK1iOxc,"{'text': 'Frutas Heredero', 'languageCode': 'es'}",No attribution available,Burgos
ChIJbVyCtmb9RQ0Rn0XEtiouP7U,"{'text': 'Carrefour Express EESS', 'languageCode': 'es'}",No attribution available,Burgos
ChIJrdvkyZT8RQ0RY0WAvhPnzes,"{'text': 'Lidl', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ_5q2JqD8RQ0RM4qu95RWpT0,"{'text': 'Tanto gusto', 'languageCode': 'es'}",No attribution available,Burgos
ChIJS8C0hZT8RQ0RzPprnA9knxI,"{'text': 'Lupa Supermercados', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ4YIcWJn8RQ0RM5b3Z4niyZY,"{'text': 'Supermercados Alimerka', 'languageCode': 'es'}",No attribution available,Burgos
ChIJmZmZvbv8RQ0RuM9q5FQ9Tdk,"{'text': 'Mercadona', 'languageCode': 'es'}",No attribution available,Burgos
ChIJYzNnYqX8RQ0RvNVtFsAJsn8,"{'text': 'Lidl', 'languageCode': 'es'}",No attribution available,Burgos
ChIJrRT3_vP8RQ0R5EfLGSQDIkk,"{'text': 'Carrefour', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ4ZOSfKH8RQ0RkCye-DBe-Yg,"{'text': 'Supermercados Dia', 'languageCode': 'es'}",No attribution available,Burgos
ChIJYfMQRkj9RQ0R_RI_UJ74OzM,"{'text': 'UDACO BURGOS', 'languageCode': 'es'}",No attribution available,Burgos
ChIJfdCgadn8RQ0RGYXhVlfbVZw,"{'text': 'Mercadona', 'languageCode': 'es'}",No attribution available,Burgos
ChIJM-STJNr8RQ0RLffFGTUr2T4,"{'text': 'Supermercados Dia', 'languageCode': 'es'}",No attribution available,Burgos
ChIJg2CNjM_8RQ0REbFNO3hqZsU,"{'text': 'Supermercados Dia', 'languageCode': 'es'}",No attribution available,Burgos
ChIJSV_32dn8RQ0R0phccgLJQL4,"{'text': 'Supermercados Dia', 'languageCode': 'es'}",No attribution available,Burgos
ChIJqR9mpKT8RQ0RmhrrN-VKQos,"{'text': 'Lupa Supermercados', 'languageCode': 'es'}",No attribution available,Burgos
ChIJEQyTK9v8RQ0RPS_fa-q73xY,"{'text': 'Lupa Supermercados', 'languageCode': 'es'}",No attribution available,Burgos
ChIJC2DQmSn9RQ0RGBeEt_ZFQkY,"{'text': 'Artesanía Don Pablo', 'languageCode': 'es'}",No attribution available,Burgos
ChIJh2JAwin9RQ0RHhnIgjxMFCo,"{'text': 'Regalos El Peregrino', 'languageCode': 'en'}",No attribution available,Burgos
ChIJZ3yv8jv9RQ0RnslWnYPAS88,"{'text': 'ALE-HOP', 'languageCode': 'es'}",No attribution available,Burgos
ChIJDQbUAIn9RQ0RWs-fCSHKYcE,"{'text': 'Art Español 1', 'languageCode': 'es'}",No attribution available,Burgos
ChIJFwEkaOz8RQ0RF-tT6XbzPMs,"{'text': 'DETALIA', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ8XIj3779RQ0RDhs17uqeSqQ,"{'text': 'Rarolarium Curiosity Shop', 'languageCode': 'es'}",No attribution available,Burgos
ChIJzTvW7Cn9RQ0Rd_913gZiAqM,"{'text': 'Regalos Loe C.B.', 'languageCode': 'es'}",No attribution available,Burgos
ChIJX6wN-DH9RQ0RzhfwsJff32k,"{'text': 'Las cositas de Olga', 'languageCode': 'es'}",No attribution available,Burgos
ChIJYUT0dSn9RQ0RS74apA5i8mo,"{'text': 'Art Español', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ1VkhJ9r8RQ0Reg13mddxAFM,"{'text': 'Regalos Gallo', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ7-LNtrj8RQ0RltOgPyLdtnk,"{'text': 'THEY', 'languageCode': 'es'}",No attribution available,Burgos
ChIJFQBxgqP8RQ0Ri7_d1DXWL-Y,"{'text': 'Toto’s Shop - Regalo personalizado', 'languageCode': 'es'}",No attribution available,Burgos
ChIJvexFA9D8RQ0RyfMPEzzJMZc,"{'text': 'Regalos Calzadas', 'languageCode': 'es'}",No attribution available,Burgos
ChIJgQjvlyn9RQ0RdYb0lnsNB9w,"{'text': 'TU DETALLE (Típico de Burgos)', 'languageCode': 'es'}",No attribution available,Burgos
ChIJL_4Pg8b9RQ0Roq1uCQ6sn2w,"{'text': 'Regalos y Artesanía Tando', 'languageCode': 'es'}",No attribution available,Burgos
ChIJh0j0Udb8RQ0RcCBhJvxCrnM,"{'text': 'ALE-HOP', 'languageCode': 'es'}",No attribution available,Burgos
ChIJ2xKNmSrjRQ0RiNDiCCru5yg,"{'text': 'Regalos Jimena', 'languageCode': 'es'}",No attribution available,Burgos
ChIJuVkcVMH9RQ0R0V75YV4VWC0,"{'text': 'Cristhy en la Luna', 'languageCode': 'es'}",No attribution available,Burgos
